"gene","raw_cluster","dynamic_module","peak_bin","trough_bin","spearman_rho","q_value","expressed_fraction","mean_expression","direction"
"ITGA11","1","D2_late_increasing","30","1","0.402107687783412","8.16646651980797e-42","0.210280373831776","0.126556592828573","increases_with_pseudotime"
"PIEZO2","1","D2_late_increasing","29","1","0.403648390742541","3.71250973219464e-42","0.183177570093458","0.129536989887384","increases_with_pseudotime"
"B4GALT2","1","D2_late_increasing","28","3","0.404415773847924","2.51173171003747e-42","0.308411214953271","0.20013342117676","increases_with_pseudotime"
"TYMP","1","D2_late_increasing","27","6","0.404505521678785","2.41409211783215e-42","0.411214953271028","0.310383573475238","increases_with_pseudotime"
"CD74","1","D2_late_increasing","28","6","0.407741166231473","4.49231557155455e-43","0.445794392523365","0.37273504111613","increases_with_pseudotime"
"HLA-DRA","1","D2_late_increasing","27","2","0.408371007533396","3.24961483288138e-43","0.266355140186916","0.161753942414674","increases_with_pseudotime"
"EFEMP2","1","D2_late_increasing","28","7","0.408945554297083","2.45338067045909e-43","0.499065420560748","0.429576868551649","increases_with_pseudotime"
"PALLD","1","D2_late_increasing","28","3","0.411420774242056","6.71870571925482e-44","0.438317757009346","0.405072060929519","increases_with_pseudotime"
"CST3","1","D2_late_increasing","26","4","0.412605989328256","3.60099761203578e-44","0.751401869158879","1.7316545107482","increases_with_pseudotime"
"C1orf122","1","D2_late_increasing","27","5","0.412806615658874","3.25934372626672e-44","0.413084112149533","0.3353969041394","increases_with_pseudotime"
"GAS6","1","D2_late_increasing","28","5","0.413049408004116","2.88434005562091e-44","0.466355140186916","0.426481521892392","increases_with_pseudotime"
"ZMAT3","1","D2_late_increasing","26","2","0.41327592495243","2.57466067659286e-44","0.276635514018692","0.183430353503498","increases_with_pseudotime"
"LIMA1","1","D2_late_increasing","28","5","0.413299324916869","2.56190933472079e-44","0.307476635514019","0.211554786376501","increases_with_pseudotime"
"PDLIM7","1","D2_late_increasing","27","3","0.413701179856332","2.08199699179668e-44","0.295327102803738","0.200508622981797","increases_with_pseudotime"
"PDLIM2","1","D2_late_increasing","28","4","0.413712725315241","2.08199699179668e-44","0.483177570093458","0.413591075371504","increases_with_pseudotime"
"MYDGF","1","D2_late_increasing","27","5","0.414110054588047","1.69829615141591e-44","0.418691588785047","0.339717924225996","increases_with_pseudotime"
"CILP2","1","D2_late_increasing","27","1","0.414630736293915","1.29430189346172e-44","0.203738317757009","0.151050178089433","increases_with_pseudotime"
"GUCY1A3","1","D2_late_increasing","28","1","0.41577382658838","7.1071916580439e-45","0.268224299065421","0.163644906414224","increases_with_pseudotime"
"BNC2","1","D2_late_increasing","29","4","0.417653584894069","2.6551862413155e-45","0.31588785046729","0.321941030354807","increases_with_pseudotime"
"COL18A1","1","D2_late_increasing","27","3","0.418209862987531","1.97898799302109e-45","0.462616822429907","0.400228937810253","increases_with_pseudotime"
"LGALS3BP","1","D2_late_increasing","26","1","0.419291226178689","1.10725122536732e-45","0.411214953271028","0.366616779145405","increases_with_pseudotime"
"TMSB10","1","D2_late_increasing","28","30","0.420355913528934","6.23892309633883e-46","0.959813084112149","2.53609727898825","increases_with_pseudotime"
"S100A11","1","D2_late_increasing","27","4","0.421454715874727","3.4725321941727e-46","0.790654205607477","1.3236757950232","increases_with_pseudotime"
"C1QTNF5","1","D2_late_increasing","28","8","0.421489798247992","3.4355689275351e-46","0.423364485981308","0.330136386894311","increases_with_pseudotime"
"FSTL1","1","D2_late_increasing","28","4","0.423019719044888","1.49122600401037e-46","0.561682242990654","0.576090018829461","increases_with_pseudotime"
"OGN","1","D2_late_increasing","27","1","0.423518649153053","1.14156114212631e-46","0.280373831775701","0.231348525213934","increases_with_pseudotime"
"THBS4","1","D2_late_increasing","26","1","0.42398469242196","8.89621417033994e-47","0.289719626168224","0.298374960371341","increases_with_pseudotime"
"GOLM1","1","D2_late_increasing","27","4","0.42591038343713","3.07548851719154e-47","0.342056074766355","0.231675968879873","increases_with_pseudotime"
"P3H3","1","D2_late_increasing","28","5","0.426623424448005","2.1025088746407e-47","0.402803738317757","0.301355963094117","increases_with_pseudotime"
"HCFC1R1","1","D2_late_increasing","27","7","0.427379805576498","1.38909819218796e-47","0.544859813084112","0.589280079539159","increases_with_pseudotime"
"ARPC1B","1","D2_late_increasing","27","3","0.428626638665247","7.02249120453472e-48","0.446728971962617","0.358905434167954","increases_with_pseudotime"
"FKBP11","1","D2_late_increasing","27","1","0.430731618093456","2.1780758935155e-48","0.28411214953271","0.170867672254007","increases_with_pseudotime"
"CCDC80","1","D2_late_increasing","28","6","0.434036995466818","3.33894679655432e-49","0.71214953271028","1.30736830575229","increases_with_pseudotime"
"AK1","1","D2_late_increasing","28","5","0.43408722408751","3.27563674673563e-49","0.316822429906542","0.218858965749856","increases_with_pseudotime"
"C1QTNF6","1","D2_late_increasing","28","2","0.434205988527976","3.0899046921635e-49","0.323364485981308","0.220587270609199","increases_with_pseudotime"
"PODN","1","D2_late_increasing","28","1","0.434390008078172","2.8077339600162e-49","0.442056074766355","0.377891408844479","increases_with_pseudotime"
"ACTA2","1","D2_late_increasing","28","1","0.436814346827136","7.01051506287666e-50","0.313084112149533","0.222897036321878","increases_with_pseudotime"
"CKAP4","1","D2_late_increasing","27","7","0.437558927028088","4.69443576566614e-50","0.516822429906542","0.503183262992325","increases_with_pseudotime"
"SULF1","1","D2_late_increasing","29","1","0.438552121898307","2.66311780668193e-50","0.196261682242991","0.135472954597927","increases_with_pseudotime"
"ZNF469","1","D2_late_increasing","27","1","0.441192703142919","5.86952553566463e-51","0.213084112149533","0.128084068008149","increases_with_pseudotime"
"P3H1","1","D2_late_increasing","27","9","0.442568707669711","2.63942759569849e-51","0.366355140186916","0.248769117022354","increases_with_pseudotime"
"MIR4435-2HG","1","D2_late_increasing","28","1","0.443180507598268","1.85919073391855e-51","0.276635514018692","0.178408886857364","increases_with_pseudotime"
"FAP","1","D2_late_increasing","28","1","0.444671934332123","7.94278052757557e-52","0.25607476635514","0.151365598652538","increases_with_pseudotime"
"TSHZ2","1","D2_late_increasing","28","4","0.445193912988449","5.89007430881881e-52","0.388785046728972","0.35361736539189","increases_with_pseudotime"
"COL11A1","1","D2_late_increasing","28","3","0.446171856370657","3.36517642731929e-52","0.283177570093458","0.230349045229526","increases_with_pseudotime"
"VKORC1","1","D2_late_increasing","27","1","0.446591180612023","2.65045867428282e-52","0.553271028037383","0.608140855041417","increases_with_pseudotime"
"SMOC2","1","D2_late_increasing","17","1","0.446824562990523","2.33285095904705e-52","0.328971962616822","0.24658403105016","increases_with_pseudotime"
"CHPF","1","D2_late_increasing","27","8","0.449325469311865","5.25314601692885e-53","0.360747663551402","0.295342444155015","increases_with_pseudotime"
"NBL1","1","D2_late_increasing","28","2","0.449712757691652","4.20900566653434e-53","0.518691588785047","0.553970410408144","increases_with_pseudotime"
"COL12A1","1","D2_late_increasing","28","4","0.449901756186301","3.80155180830525e-53","0.403738317757009","0.41267692964421","increases_with_pseudotime"
"FKBP10","1","D2_late_increasing","27","3","0.453985332006537","3.20473608263347e-54","0.470093457943925","0.397401517364701","increases_with_pseudotime"
"SULF2","1","D2_late_increasing","27","6","0.455264241561071","1.4989172216853e-54","0.364485981308411","0.267971699021956","increases_with_pseudotime"
"COL16A1","1","D2_late_increasing","28","8","0.455597682482696","1.23671658399614e-54","0.48411214953271","0.473940170401208","increases_with_pseudotime"
"MMP2","1","D2_late_increasing","28","8","0.455695918873066","1.17958328703448e-54","0.642056074766355","0.906600378829375","increases_with_pseudotime"
"SERF2","1","D2_late_increasing","27","30","0.459699145223833","1.01071337291176e-55","0.922429906542056","2.13127210236338","increases_with_pseudotime"
"MXRA5","1","D2_late_increasing","27","7","0.459842173227087","9.37145967653772e-56","0.501869158878505","0.518409992741137","increases_with_pseudotime"
"P4HA2","1","D2_late_increasing","27","2","0.460238891410099","7.41539005217438e-56","0.342990654205607","0.242872607966258","increases_with_pseudotime"
"NREP","1","D2_late_increasing","28","1","0.464345339929884","5.65739618109296e-57","0.330841121495327","0.245299450917211","increases_with_pseudotime"
"PYCR1","1","D2_late_increasing","27","3","0.46593192511049","2.09217250311922e-57","0.281308411214953","0.175519603122306","increases_with_pseudotime"
"EMILIN1","1","D2_late_increasing","27","5","0.467688345275899","6.9033009471997e-58","0.610280373831776","0.704162757944407","increases_with_pseudotime"
"MYL9","1","D2_late_increasing","27","7","0.469896475322887","1.6907967132599e-58","0.548598130841122","0.603689278233506","increases_with_pseudotime"
"RARRES2","1","D2_late_increasing","27","3","0.470350933129967","1.27935923014877e-58","0.602803738317757","0.887717013376674","increases_with_pseudotime"
"LINC00152","1","D2_late_increasing","28","1","0.470824382085805","9.55993908107067e-59","0.275700934579439","0.170100121813654","increases_with_pseudotime"
"P3H4","1","D2_late_increasing","27","3","0.472229272906399","3.89761642011212e-59","0.327102803738318","0.227754892026523","increases_with_pseudotime"
"PPIB","1","D2_late_increasing","27","30","0.4752214342075","5.58756122788437e-60","0.811214953271028","1.4410135504862","increases_with_pseudotime"
"VCAN","1","D2_late_increasing","27","7","0.482482106793678","4.67105907997926e-62","0.609345794392523","0.818992809315102","increases_with_pseudotime"
"CPXM1","1","D2_late_increasing","27","8","0.484195614883914","1.49260411901506e-62","0.477570093457944","0.427803275292901","increases_with_pseudotime"
"IGFBP4","1","D2_late_increasing","26","6","0.484266829462123","1.44680942830284e-62","0.632710280373832","0.936213156444497","increases_with_pseudotime"
"ARMC9","1","D2_late_increasing","28","4","0.484354611569181","1.38715431143869e-62","0.404672897196262","0.309210668748294","increases_with_pseudotime"
"SERPINF1","1","D2_late_increasing","26","4","0.484489532854308","1.28849068805214e-62","0.621495327102804","0.991985476551073","increases_with_pseudotime"
"COPZ2","1","D2_late_increasing","27","7","0.4856440504596","5.98698296400689e-63","0.522429906542056","0.549688838753628","increases_with_pseudotime"
"PPIC","1","D2_late_increasing","27","3","0.487683275360519","1.54285384380559e-63","0.477570093457944","0.470553666350919","increases_with_pseudotime"
"FOXP1","1","D2_late_increasing","29","7","0.487989648768246","1.27453781612114e-63","0.399065420560748","0.34348107053071","increases_with_pseudotime"
"OLFML2B","1","D2_late_increasing","28","1","0.490248132905478","2.74343098621333e-64","0.368224299065421","0.2953018082903","increases_with_pseudotime"
"LRRC15","1","D2_late_increasing","28","2","0.49081923286859","1.88486785708439e-64","0.363551401869159","0.319288900623937","increases_with_pseudotime"
"ASPN","1","D2_late_increasing","27","1","0.492847398280334","4.69857900473144e-65","0.329906542056075","0.329142772902144","increases_with_pseudotime"
"COL5A3","1","D2_late_increasing","28","4","0.495443427605926","7.78798249715477e-66","0.42803738317757","0.40231084502992","increases_with_pseudotime"
"SFRP4","1","D2_late_increasing","27","1","0.50104274565006","1.5266482636144e-67","0.310280373831776","0.316394575109555","increases_with_pseudotime"
"SEPT11","1","D2_late_increasing","28","7","0.502030422194354","7.68174124372677e-68","0.463551401869159","0.412677128653716","increases_with_pseudotime"
"BASP1","1","D2_late_increasing","28","2","0.503226699546589","3.31915173448586e-68","0.397196261682243","0.331510649268513","increases_with_pseudotime"
"NNMT","1","D2_late_increasing","27","8","0.506370129079286","3.47248373061726e-69","0.561682242990654","0.754209641523709","increases_with_pseudotime"
"MARCKS","1","D2_late_increasing","28","4","0.50686424337611","2.47879524267724e-69","0.628971962616822","0.808951203881628","increases_with_pseudotime"
"HSPG2","1","D2_late_increasing","27","5","0.507760629828775","1.31802132521233e-69","0.549532710280374","0.524177094618237","increases_with_pseudotime"
"TIMP1","1","D2_late_increasing","26","2","0.509438893993557","3.93705804060737e-70","0.724299065420561","1.53237615731903","increases_with_pseudotime"
"ARL4C","1","D2_late_increasing","28","1","0.521947688265525","3.48561133957218e-74","0.327102803738318","0.25866416881612","increases_with_pseudotime"
"AEBP1","1","D2_late_increasing","28","1","0.522750418915746","1.93220704550728e-74","0.75607476635514","1.22116672969919","increases_with_pseudotime"
"WISP2","1","D2_late_increasing","24","1","0.524554173949189","4.93375581722879e-75","0.472897196261682","0.690802508081452","increases_with_pseudotime"
"TAGLN","1","D2_late_increasing","27","2","0.527603077578396","4.72730674825121e-76","0.411214953271028","0.541798303383155","increases_with_pseudotime"
"BMP1","1","D2_late_increasing","27","5","0.527997520321046","3.57607652863814e-76","0.378504672897196","0.270903329135542","increases_with_pseudotime"
"COL8A1","1","D2_late_increasing","28","4","0.528205499173444","3.13295564525022e-76","0.334579439252336","0.335589656703013","increases_with_pseudotime"
"THBS2","1","D2_late_increasing","28","1","0.533760419623028","3.98046969137102e-78","0.422429906542056","0.386474718141674","increases_with_pseudotime"
"FBN1","1","D2_late_increasing","28","8","0.537569813553475","1.92208085922763e-79","0.561682242990654","0.632894111444105","increases_with_pseudotime"
"MRC2","1","D2_late_increasing","28","4","0.539388717801095","4.54177265626913e-80","0.65607476635514","0.832203729853277","increases_with_pseudotime"
"COL6A1","1","D2_late_increasing","27","7","0.540062960957089","2.71492073197084e-80","0.905607476635514","2.16217365588468","increases_with_pseudotime"
"CTHRC1","1","D2_late_increasing","28","1","0.543646436411873","1.48501052058164e-81","0.477570093457944","0.621619242249146","increases_with_pseudotime"
"PCOLCE","1","D2_late_increasing","27","6","0.547420452614606","6.69201833197431e-83","0.72803738317757","1.29029702683777","increases_with_pseudotime"
"COL14A1","1","D2_late_increasing","28","4","0.555193333895029","9.96836205231587e-86","0.535514018691589","0.62414876453325","increases_with_pseudotime"
"ADAMTS2","1","D2_late_increasing","28","5","0.557547065315705","1.36634896909324e-86","0.396261682242991","0.320209154672273","increases_with_pseudotime"
"COMP","1","D2_late_increasing","27","1","0.560940477502601","7.43772076929285e-88","0.399065420560748","0.665259596528099","increases_with_pseudotime"
"IGFBP7","1","D2_late_increasing","26","3","0.563563628181433","7.75023424900523e-89","0.652336448598131","1.23511992377765","increases_with_pseudotime"
"COL6A3","1","D2_late_increasing","27","8","0.566767195591085","4.72222898045817e-90","0.761682242990654","1.35770422964707","increases_with_pseudotime"
"RCN3","1","D2_late_increasing","27","1","0.573932951497357","7.6083147354703e-93","0.576635514018692","0.696445438066768","increases_with_pseudotime"
"POSTN","1","D2_late_increasing","28","3","0.577638083585575","2.64070536491095e-94","0.451401869158878","0.629657789624695","increases_with_pseudotime"
"ADAM12","1","D2_late_increasing","29","10","0.584476317966083","4.56036968804186e-97","0.385046728971963","0.403211553390546","increases_with_pseudotime"
"COL6A2","1","D2_late_increasing","27","7","0.585110351365519","2.65157671453483e-97","0.914018691588785","2.26076346245269","increases_with_pseudotime"
"MDK","1","D2_late_increasing","28","3","0.585896597409465","1.33674471662249e-97","0.620560747663551","1.05400923204023","increases_with_pseudotime"
"CREB3L1","1","D2_late_increasing","28","1","0.591327359873276","7.64342618852916e-100","0.483177570093458","0.455912569789949","increases_with_pseudotime"
"CERCAM","1","D2_late_increasing","27","7","0.591483523344817","7.07098149296245e-100","0.526168224299065","0.574479573084741","increases_with_pseudotime"
"GXYLT2","1","D2_late_increasing","28","1","0.592655038860584","2.44353621507151e-100","0.464485981308411","0.46661395465744","increases_with_pseudotime"
"SERPINH1","1","D2_late_increasing","27","7","0.596047754702269","9.48819493817763e-102","0.637383177570093","0.920888444977113","increases_with_pseudotime"
"THY1","1","D2_late_increasing","28","4","0.601476245182023","4.61766020006975e-104","0.58785046728972","0.927558057029681","increases_with_pseudotime"
"FN1","1","D2_late_increasing","27","5","0.602426163623404","1.96593848494378e-104","0.555140186915888","0.797318678832841","increases_with_pseudotime"
"SFRP2","1","D2_late_increasing","28","1","0.638255220221948","4.01552165844145e-121","0.583177570093458","1.12475113679101","increases_with_pseudotime"
"COL5A2","1","D2_late_increasing","28","7","0.671044271418799","1.61967638350584e-138","0.657943925233645","1.01817889946495","increases_with_pseudotime"
"COL3A1","1","D2_late_increasing","27","8","0.689892955522364","1.56199756556957e-149","0.84392523364486","2.74845233581132","increases_with_pseudotime"
"COL5A1","1","D2_late_increasing","27","4","0.697339928594652","4.661409577066e-154","0.685981308411215","1.08123166726043","increases_with_pseudotime"
"COL1A2","1","D2_late_increasing","27","7","0.704660661143761","1.28403490256612e-158","0.891588785046729","2.81306540007721","increases_with_pseudotime"
"SPARC","1","D2_late_increasing","27","7","0.70699931541262","5.72084494869805e-160","0.77196261682243","2.11440064251377","increases_with_pseudotime"
"COL1A1","1","D2_late_increasing","27","4","0.735833368916728","7.95888683486443e-180","0.869158878504673","3.90738097217399","increases_with_pseudotime"
