"gene","dynamic_module","clean_module","expected_sign","scheme","n_repeats","median_rho","expected_direction_fraction","strong_expected_fraction","direction_retained_in_at_least_80pct_repeats"
"LAMTOR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.318373653177193,1,1,TRUE
"LAMTOR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.351407880602454,1,0.94,TRUE
"TUBA1C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.299391781439599,1,0.99,TRUE
"TUBA1C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.305649663820364,1,0.81,TRUE
"KIAA1462","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.30395069699942,0.99,0.83,TRUE
"KIAA1462","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.27852256005541,1,0.96,TRUE
"ACKR1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.238623344434976,0.98,0.69,TRUE
"ACKR1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.240819077112139,1,0.87,TRUE
"PACS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.282328687906581,1,0.95,TRUE
"PACS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.320482222255748,1,0.88,TRUE
"RRBP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.294540549628062,1,0.97,TRUE
"RRBP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.250920610981895,0.97,0.68,TRUE
"FBLN7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.28867523176966,1,1,TRUE
"FBLN7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249955588942478,1,0.74,TRUE
"RTEL1-TNFRSF6B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.34170483615697,1,0.96,TRUE
"RTEL1-TNFRSF6B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.290503893025208,1,0.99,TRUE
"NUCB1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.297060426875921,1,0.83,TRUE
"NUCB1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.304183307846035,1,0.99,TRUE
"FKBP7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.302768543568515,1,0.8,TRUE
"FKBP7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.287355393859672,1,0.98,TRUE
"S100A7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.398437810948893,1,0.97,TRUE
"S100A7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.343759664455907,1,1,TRUE
"COTL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.28999044313273,1,0.89,TRUE
"COTL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.289345953963388,1,0.98,TRUE
"HLA-DRB1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.276083203079519,1,0.79,TRUE
"HLA-DRB1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222844216831671,1,0.69,TRUE
"SIL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.31242084119282,1,0.91,TRUE
"SIL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.337527886081514,1,1,TRUE
"SSR3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.267411173825187,0.99,0.69,TRUE
"SSR3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.324410014102486,1,1,TRUE
"IL1R1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.397892619004313,1,0.98,TRUE
"IL1R1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.330904746194241,1,0.99,TRUE
"S100A16","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.25797144058992,1,0.74,TRUE
"S100A16","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.304358861572942,1,0.98,TRUE
"LMCD1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.362243464357522,1,0.92,TRUE
"LMCD1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.335922174976925,1,1,TRUE
"KHDRBS3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.290114706115382,1,0.85,TRUE
"KHDRBS3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.268432949014055,1,0.96,TRUE
"GALNS","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300101398333099,1,0.99,TRUE
"GALNS","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.31014455264691,1,0.83,TRUE
"ADAMTS12","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.302473102173959,0.99,0.82,TRUE
"ADAMTS12","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26541109785001,1,0.96,TRUE
"SAR1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.283089210747,0.99,0.74,TRUE
"SAR1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250564746777613,1,0.95,TRUE
"ARF4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.343553596554084,1,0.89,TRUE
"ARF4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.325529500574013,1,1,TRUE
"TMSB4X","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.297270750796108,1,0.84,TRUE
"TMSB4X","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.230171752508049,1,0.73,TRUE
"YIF1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.342454418014726,1,0.85,TRUE
"YIF1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.293211580217866,1,0.95,TRUE
"ARFGAP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244000622948507,0.98,0.67,TRUE
"ARFGAP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.295907711470773,1,0.98,TRUE
"GPR78","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.414410538841749,1,0.96,TRUE
"GPR78","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.352287610380408,1,0.99,TRUE
"ITGBL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.211563031347555,0.99,0.55,TRUE
"ITGBL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.332899232461361,1,1,TRUE
"XG","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.374932590025334,1,0.95,TRUE
"XG","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.382562308183195,1,1,TRUE
"CDKN2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.213035002670705,0.96,0.54,TRUE
"CDKN2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.279945923864078,1,0.96,TRUE
"LAMA4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.328893968203391,1,0.94,TRUE
"LAMA4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.323157722801025,1,1,TRUE
"LGMN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.241588835603747,0.98,0.68,TRUE
"LGMN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.270743535421336,1,0.98,TRUE
"CTSA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.295611660128761,1,1,TRUE
"CTSA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.312129376299533,1,0.86,TRUE
"SCO2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.306954160948218,1,1,TRUE
"SCO2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.357783568713532,1,0.95,TRUE
"CCL14","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.259539109170493,1,0.97,TRUE
"CCL14","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.287245486118825,1,0.79,TRUE
"SEC61A1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.265234470549813,0.99,0.7,TRUE
"SEC61A1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.333781942919037,1,1,TRUE
"FMOD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.357750458809253,1,0.97,TRUE
"FMOD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.336774172985599,1,1,TRUE
"AKR1A1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.307772244660782,1,0.99,TRUE
"AKR1A1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.266857630068166,1,0.84,TRUE
"IFI6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.263967935187688,1,0.93,TRUE
"IFI6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.248939477556748,1,0.69,TRUE
"ANXA6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.218900212635599,0.99,0.59,TRUE
"ANXA6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.294748202857219,1,1,TRUE
"C7orf50","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.254134215264748,0.99,0.68,TRUE
"C7orf50","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.225751289709393,1,0.68,TRUE
"IFITM3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.348782669258754,1,1,TRUE
"IFITM3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.401441480899677,1,0.99,TRUE
"FTL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.35380134544319,1,1,TRUE
"FTL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.393582691836126,1,0.93,TRUE
"FARP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.346094180939041,1,0.9,TRUE
"FARP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.311664464073685,1,0.99,TRUE
"HMCN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244351543705315,1,0.66,TRUE
"HMCN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300357538629178,1,1,TRUE
"PARVB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.230294945342554,1,0.76,TRUE
"PARVB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.287019527821051,1,0.72,TRUE
"RP11-25H12.1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.307967448926304,1,1,TRUE
"RP11-25H12.1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.229784392425676,0.97,0.6,TRUE
"SRA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.261174465785236,1,0.9,TRUE
"SRA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.273910888900929,0.98,0.73,TRUE
"LOX","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.304782727321105,1,0.89,TRUE
"LOX","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.369904357601514,1,1,TRUE
"TUBB2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.278603442198764,0.98,0.74,TRUE
"TUBB2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.29165233178591,1,0.97,TRUE
"PLTP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.36827163034045,1,0.97,TRUE
"PLTP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.362367015123974,1,1,TRUE
"RP11-417E7.2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.355860245268037,1,1,TRUE
"RP11-417E7.2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.356305387407211,1,0.93,TRUE
"C1S","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.362520910773568,1,0.95,TRUE
"C1S","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.365134905835036,1,1,TRUE
"LGALS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.268124615061721,0.97,0.68,TRUE
"LGALS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222145017742117,1,0.65,TRUE
"TGFB3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.1738092275462,0.91,0.39,TRUE
"TGFB3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.299323034861831,1,0.96,TRUE
"CRABP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.3189709541786,1,1,TRUE
"CRABP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.345048184649947,1,0.88,TRUE
"NID2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.307569936484069,1,0.88,TRUE
"NID2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.336902558412197,1,1,TRUE
"C4orf48","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.230130447165492,0.97,0.62,TRUE
"C4orf48","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.311425940860631,1,0.96,TRUE
"HTRA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.28679700510698,0.99,0.8,TRUE
"HTRA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.320140040623668,1,0.98,TRUE
"FLNC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.282012234141728,1,1,TRUE
"FLNC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.328565895671474,1,0.93,TRUE
"MXRA7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253985854841673,1,0.87,TRUE
"MXRA7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.259186614024867,1,0.76,TRUE
"CLEC11A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.295259693559029,1,0.78,TRUE
"CLEC11A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.340301028519758,1,1,TRUE
"IFT20","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.336210550673788,1,0.88,TRUE
"IFT20","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.314204077899706,1,1,TRUE
"ROR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.239304499898525,1,0.67,TRUE
"ROR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.327007623804705,1,0.99,TRUE
"NME1-NME2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.325917715713973,1,1,TRUE
"NME1-NME2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.312379904564637,0.99,0.85,TRUE
"TNFAIP6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.150482889953972,0.95,0.29,TRUE
"TNFAIP6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.264274024800274,1,0.95,TRUE
"RP11-14N7.2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.382879217688025,1,0.98,TRUE
"RP11-14N7.2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.321135908896853,1,1,TRUE
"S100A9","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.408545996343811,1,0.98,TRUE
"S100A9","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.345795069342577,1,1,TRUE
"SNX8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.332038955819573,1,1,TRUE
"SNX8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.33253133576708,1,0.89,TRUE
"ECM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.321700258107055,1,0.93,TRUE
"ECM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.341814007375324,1,1,TRUE
"GPX7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.324822560781097,1,0.92,TRUE
"GPX7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.287448485726616,1,0.98,TRUE
"HIC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.357910104831773,1,0.98,TRUE
"HIC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.294666939775268,1,1,TRUE
"EPHB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.280729405271314,1,1,TRUE
"EPHB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.306577683062624,1,0.91,TRUE
"GLIPR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.277099897058914,1,0.99,TRUE
"GLIPR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.306355293771671,1,0.93,TRUE
"EVL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.318287330739245,1,0.99,TRUE
"EVL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.266815182435628,1,0.71,TRUE
"PRAF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.329972338884666,1,0.94,TRUE
"PRAF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.309205523610027,1,0.99,TRUE
"TMEM214","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.328930383536122,1,0.86,TRUE
"TMEM214","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.298171469380617,1,1,TRUE
"CYB561","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.328000214075828,1,0.98,TRUE
"CYB561","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.366399271579519,0.99,0.94,TRUE
"MAGED1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.337094319729923,1,1,TRUE
"MAGED1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.351037282234067,0.99,0.95,TRUE
"HM13","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.268789600005377,0.97,0.72,TRUE
"HM13","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.233443433523464,1,0.73,TRUE
"FNDC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.347634592434882,1,0.96,TRUE
"FNDC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.324548897588668,1,1,TRUE
"C11orf24","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.319439469015653,1,1,TRUE
"C11orf24","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.265998327625617,0.99,0.78,TRUE
"HTRA3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.303659235344601,1,1,TRUE
"HTRA3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.301664316920094,1,0.93,TRUE
"NT5DC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.332791868815247,1,0.91,TRUE
"NT5DC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.308715752872696,1,1,TRUE
"PLAU","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.334463154852502,1,0.95,TRUE
"PLAU","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.335222230240189,1,0.99,TRUE
"NAGK","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.284174569698298,1,0.96,TRUE
"NAGK","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.319985566422275,1,0.79,TRUE
"SPATS2L","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.325599768667182,1,1,TRUE
"SPATS2L","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.293590892495748,1,0.77,TRUE
"FKBP9","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.304858087084397,1,0.97,TRUE
"FKBP9","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.264674704584541,0.99,0.69,TRUE
"PLOD1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247146720597155,1,0.66,TRUE
"PLOD1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.356891802380273,1,1,TRUE
"SEMA6B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.359212188687752,1,0.96,TRUE
"SEMA6B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.355540253904838,1,1,TRUE
"TXNDC5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.328806052189965,0.99,0.92,TRUE
"TXNDC5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.292885229980262,1,0.97,TRUE
"P4HB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.271385278093145,1,0.93,TRUE
"P4HB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.322832400028874,1,0.8,TRUE
"CUEDC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249292659178757,1,0.63,TRUE
"CUEDC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.294468447890099,1,0.94,TRUE
"SLC38A10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.263198971727498,0.99,0.73,TRUE
"SLC38A10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.360251964441525,1,1,TRUE
"POLD4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.303947248513672,1,0.93,TRUE
"POLD4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.284991301839138,1,0.98,TRUE
"CISD1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.319873792997656,1,1,TRUE
"CISD1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.350092177185679,1,0.98,TRUE
"TTYH3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.318914427315539,1,0.89,TRUE
"TTYH3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.333510440903398,1,1,TRUE
"DAB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.352310496979004,1,0.99,TRUE
"DAB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.312083178984167,1,1,TRUE
"OLFML3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.340183152453247,1,0.85,TRUE
"OLFML3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.354394175752016,1,1,TRUE
"RPS26","D2_late_increasing","none",1,"five_donors_n43",100,0.281650011781764,1,0.96,TRUE
"RPS26","D2_late_increasing","none",1,"all_6_donors_n11",100,0.166484320760232,0.94,0.34,TRUE
"HDLBP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.321857022550221,1,1,TRUE
"HDLBP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.348042494891666,1,0.89,TRUE
"KDELR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.322869285485359,1,0.88,TRUE
"KDELR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.294883169474774,1,1,TRUE
"PLIN3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.405287527251024,1,0.97,TRUE
"PLIN3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.337465823364718,1,1,TRUE
"METRN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.267335896518042,0.98,0.76,TRUE
"METRN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300701541110319,1,0.99,TRUE
"IFI27","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300233185306309,1,1,TRUE
"IFI27","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.261697606027842,1,0.8,TRUE
"BACE2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.381742613948515,1,0.98,TRUE
"BACE2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.399194578151406,1,1,TRUE
"ANGPTL2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.371279343643986,0.98,0.91,TRUE
"ANGPTL2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.329037008384822,1,1,TRUE
"TMED3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.362846365171035,1,0.93,TRUE
"TMED3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.353209720847202,1,1,TRUE
"TGFBI","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.293331508839352,1,0.99,TRUE
"TGFBI","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.261716742719359,1,0.79,TRUE
"ABI3BP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.336036248917126,1,0.95,TRUE
"ABI3BP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.32104613484541,1,1,TRUE
"SORCS2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.306815569823851,0.98,0.8,TRUE
"SORCS2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.270405821617488,1,0.89,TRUE
"TPM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.339428062734735,1,0.95,TRUE
"TPM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.313081876069639,1,0.98,TRUE
"HMCN2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.3357649171739,1,1,TRUE
"HMCN2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.350148376809816,1,0.97,TRUE
"MYOF","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.374948457759597,1,1,TRUE
"MYOF","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.336543815045746,1,0.88,TRUE
"AP2S1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.319810930688507,1,0.99,TRUE
"AP2S1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.344523945979494,1,0.94,TRUE
"PDGFRL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.359280623455422,1,0.98,TRUE
"PDGFRL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.361207738950638,1,1,TRUE
"SEC13","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.334789415136766,1,0.87,TRUE
"SEC13","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.290207334830744,1,0.98,TRUE
"RUNX1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.361934728457737,1,1,TRUE
"RUNX1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.380256116879773,1,0.93,TRUE
"PLXDC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.277068977259542,1,0.95,TRUE
"PLXDC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.245957345433067,0.97,0.68,TRUE
"LRP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.390486622701451,1,0.98,TRUE
"LRP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.324448801058915,1,1,TRUE
"BGN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.295653429191784,1,0.83,TRUE
"BGN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.337950843048365,1,1,TRUE
"ADAMTS14","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.266143452065579,1,0.94,TRUE
"ADAMTS14","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.300654829095541,0.99,0.87,TRUE
"FKBP14","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.329371030827092,1,1,TRUE
"FKBP14","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.289697238412178,0.99,0.84,TRUE
"ATOX1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.421918794995585,1,0.97,TRUE
"ATOX1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.349431887476037,1,1,TRUE
"NME4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.255271233250803,1,0.66,TRUE
"NME4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.288693718856713,1,0.98,TRUE
"ISOC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.316666599800516,1,1,TRUE
"ISOC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.31808853265191,1,0.84,TRUE
"CD151","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.303469496332699,1,1,TRUE
"CD151","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.349270805110343,1,0.92,TRUE
