"cell","ordering_set","pseudotime","program","sample","condition"
"K183156_CELL3016_N5","variance_top2000",13.8816591058623,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3046_N3","variance_top2000",13.8474756284619,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3060_N2","variance_top2000",13.9274387719646,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3087_N5","variance_top2000",14.0732573680712,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3120_N2","variance_top2000",11.6608694058396,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3150_N3","variance_top2000",13.9752104260326,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3175_N3","variance_top2000",13.636848548033,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3188_N3","variance_top2000",14.1017065992287,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3213_N3","variance_top2000",4.32501601393689,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3229_N6","variance_top2000",9.66033727194785,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3282_N3","variance_top2000",4.37830962408406,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3331_N2","variance_top2000",7.36583287337012,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3334_N3","variance_top2000",9.50857770473932,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3366_N2","variance_top2000",9.82264020627006,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3417_N2","variance_top2000",8.97662538774837,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3422_N3","variance_top2000",13.1248954939642,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3434_N3","variance_top2000",14.4188491128527,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3519_N5","variance_top2000",3.99794305327025,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3538_N3","variance_top2000",7.73827040584892,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3547_N3","variance_top2000",13.4005854345955,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3560_N3","variance_top2000",14.313766170037,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3568_N2","variance_top2000",9.40305729608887,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3584_N2","variance_top2000",14.0563981127009,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3589_N9","variance_top2000",14.057610236124,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3599_N2","variance_top2000",14.0196757088821,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3618_N2","variance_top2000",1.23317549627906,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3629_N3","variance_top2000",11.620392130677,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3682_N6","variance_top2000",14.2572303130204,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3787_N2","variance_top2000",10.0207883967217,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3796_N4","variance_top2000",10.2867931993206,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3811_N2","variance_top2000",10.366423978849,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3836_N2","variance_top2000",14.2896071275201,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3983_N2","variance_top2000",9.59189206647591,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4036_N2","variance_top2000",11.6350857192376,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4044_N2","variance_top2000",14.0460755873218,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4087_N4","variance_top2000",14.3572411155384,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4095_N2","variance_top2000",5.00006901885267,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4111_N2","variance_top2000",1.33395728429784,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4181_N4","variance_top2000",14.0367001707135,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4245_N2","variance_top2000",11.8325265803408,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4250_N2","variance_top2000",10.5623663508787,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4256_N3","variance_top2000",9.6948640691194,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4302_N4","variance_top2000",9.37905665051523,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4321_N3","variance_top2000",13.8572123254824,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4352_N2","variance_top2000",14.0819702166674,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4353_N3","variance_top2000",14.0555079023512,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4414_N2","variance_top2000",9.424906239811,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4417_N4","variance_top2000",8.95070769381599,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4525_N2","variance_top2000",14.0060557679166,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4527_N2","variance_top2000",14.2300676111167,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4530_N2","variance_top2000",8.53999833840229,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4548_N2","variance_top2000",14.0803674749075,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4592_N3","variance_top2000",10.346013804308,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4602_N2","variance_top2000",13.9462279004435,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4661_N3","variance_top2000",14.0733154587373,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4664_N3","variance_top2000",13.0524130021387,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4670_N2","variance_top2000",13.9813709180971,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4716_N2","variance_top2000",13.6010275681501,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4735_N2","variance_top2000",12.9015800469887,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4737_N2","variance_top2000",10.1345263438134,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4769_N2","variance_top2000",10.0944334729239,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4774_N4","variance_top2000",1.12650832257108,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4785_N3","variance_top2000",14.194094934674,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4832_N2","variance_top2000",11.8977859713048,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4864_N4","variance_top2000",4.32597705781291,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4890_N2","variance_top2000",8.13097602539747,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4903_N1","variance_top2000",14.0463595942793,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4906_N2","variance_top2000",10.0722204078607,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4926_N5","variance_top2000",13.8347319835931,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4970_N3","variance_top2000",14.412741154003,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5033_N2","variance_top2000",4.56499640925972,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5062_N2","variance_top2000",14.1272807024107,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5063_N3","variance_top2000",14.2359045804131,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5156_N2","variance_top2000",14.1027871349403,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5164_N2","variance_top2000",9.64738806136967,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5178_N2","variance_top2000",7.82339786267211,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5230_N3","variance_top2000",7.63561091487951,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5234_N3","variance_top2000",9.20886299454243,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5237_N4","variance_top2000",14.1569368000895,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5261_N4","variance_top2000",13.9983565344175,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5282_N4","variance_top2000",14.1886307535569,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5296_N5","variance_top2000",14.3096661919292,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5331_N2","variance_top2000",12.2358803405408,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5391_N3","variance_top2000",14.3924731054937,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5395_N2","variance_top2000",7.96884323602112,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5401_N4","variance_top2000",11.6349616972878,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5416_N2","variance_top2000",14.2402613896689,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5429_N3","variance_top2000",3.27074109152156,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5448_N5","variance_top2000",14.4023542934107,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5527_N1","variance_top2000",10.6229027739955,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5538_N3","variance_top2000",13.9927508029815,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5560_N2","variance_top2000",14.2718487564153,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5595_N2","variance_top2000",4.38549996750883,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5657_N3","variance_top2000",13.8673250733365,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5696_N2","variance_top2000",13.282970613161,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5725_N2","variance_top2000",14.0884177003411,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5765_N2","variance_top2000",14.0959725978529,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5796_N2","variance_top2000",13.9418885251412,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5802_N2","variance_top2000",14.2169721237844,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5859_N3","variance_top2000",14.1727495353747,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5863_N2","variance_top2000",9.60449024800614,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5864_N4","variance_top2000",10.2307092781711,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5889_N3","variance_top2000",13.9281851200413,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5901_N2","variance_top2000",7.65351455723856,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5919_N2","variance_top2000",12.6572741465539,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5921_N3","variance_top2000",13.2827990659242,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5930_N3","variance_top2000",10.9929570023831,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6004_N1","variance_top2000",10.1030944409846,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6040_N2","variance_top2000",13.9399042116193,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6049_N2","variance_top2000",13.9495534184672,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6069_N4","variance_top2000",14.495025701551,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6103_N3","variance_top2000",0.194565520863118,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6123_N3","variance_top2000",8.12099710424888,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6165_N3","variance_top2000",8.00896394705272,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6200_N3","variance_top2000",13.7719644442882,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6202_N6","variance_top2000",14.1673292915756,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6203_N4","variance_top2000",9.50754471563542,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6238_N2","variance_top2000",1.01490788326256,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6255_N3","variance_top2000",14.2473310378378,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6300_N4","variance_top2000",12.4690341521309,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6303_N2","variance_top2000",8.10330738218533,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6336_N2","variance_top2000",12.4782256894805,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6421_N1","variance_top2000",14.1992923245514,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6484_N5","variance_top2000",13.5336166234683,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6512_N3","variance_top2000",9.21103685247652,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6587_N3","variance_top2000",10.1314738291527,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6598_N2","variance_top2000",7.9784805021186,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6632_N3","variance_top2000",14.2089782902761,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6661_N3","variance_top2000",11.7168289488849,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6708_N2","variance_top2000",10.1358344337029,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6743_N3","variance_top2000",3.31039966313241,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6793_N2","variance_top2000",9.12588418820996,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6846_N3","variance_top2000",14.2426724391077,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6847_N2","variance_top2000",14.2878485839949,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6863_N2","variance_top2000",14.0597675282385,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6864_N2","variance_top2000",9.86046884794361,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6877_N2","variance_top2000",10.3843134706765,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6880_N3","variance_top2000",14.3883638332575,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6895_N3","variance_top2000",14.2039575242234,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6901_N2","variance_top2000",14.5433442407775,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6934_N3","variance_top2000",2.76466694781037,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6963_N2","variance_top2000",14.117196803339,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7069_N2","variance_top2000",12.877839241714,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7158_N2","variance_top2000",13.7875355009691,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7161_N2","variance_top2000",4.06619428350179,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7162_N1","variance_top2000",5.36424428927656,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7191_N2","variance_top2000",13.9079148334656,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7217_N4","variance_top2000",13.970940096611,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7304_N2","variance_top2000",13.9082289641948,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7334_N1","variance_top2000",10.1749974987313,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7359_N4","variance_top2000",11.3600225147475,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7363_N2","variance_top2000",4.42590960252061,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7392_N2","variance_top2000",7.98050606168026,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7395_N4","variance_top2000",13.9446516800063,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7397_N3","variance_top2000",14.3423935640621,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7420_N2","variance_top2000",6.46974205987133,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7439_N2","variance_top2000",14.0617713359915,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7455_N5","variance_top2000",13.7979199889565,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7463_N3","variance_top2000",12.412342061816,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7468_N3","variance_top2000",7.45098523358357,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7483_N2","variance_top2000",14.2571221373621,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7486_N2","variance_top2000",11.4156177842984,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7503_N3","variance_top2000",9.63962496158761,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7515_N2","variance_top2000",14.0950559319905,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7536_N2","variance_top2000",14.2518684543305,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7554_N2","variance_top2000",5.97581378226553,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7586_N3","variance_top2000",11.816431564019,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7640_N2","variance_top2000",12.8819713694237,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7666_N2","variance_top2000",4.50947234887721,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7691_N4","variance_top2000",4.8800989717267,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7755_N2","variance_top2000",14.0968777620126,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7814_N3","variance_top2000",14.3379164250459,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7819_N2","variance_top2000",4.45140155070898,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7822_N2","variance_top2000",0.658671682863934,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7832_N1","variance_top2000",14.1469366669536,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7842_N2","variance_top2000",10.3485826237099,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7844_N3","variance_top2000",10.8352993740177,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7856_N2","variance_top2000",14.3115507989298,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7863_N2","variance_top2000",14.0290034892912,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7890_N3","variance_top2000",14.4670675410269,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7899_N3","variance_top2000",10.2111038143834,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7912_N2","variance_top2000",6.62216902471775,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7923_N4","variance_top2000",0.127663314044156,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7942_N2","variance_top2000",14.5556653509059,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8057_N3","variance_top2000",4.29393773887479,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8067_N2","variance_top2000",14.3224689286234,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8069_N4","variance_top2000",14.1545477065538,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8077_N1","variance_top2000",1.35551841875792,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8086_N3","variance_top2000",10.2774089879555,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8087_N1","variance_top2000",13.9751314777649,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8097_N2","variance_top2000",10.2281862895143,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8111_N5","variance_top2000",14.1058978060896,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8140_N3","variance_top2000",9.00679918466755,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8146_N3","variance_top2000",11.5185262927925,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8150_N3","variance_top2000",11.3777689778356,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8275_N2","variance_top2000",9.15389116676323,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8347_N4","variance_top2000",10.3917996326496,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8382_N2","variance_top2000",14.4041282879131,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8384_N4","variance_top2000",12.8827059334759,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8387_N3","variance_top2000",7.78157779835021,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8409_N4","variance_top2000",10.6311629635731,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8433_N2","variance_top2000",8.4312250540301,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8459_N3","variance_top2000",9.46916697904006,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8460_N3","variance_top2000",12.9335240064802,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8479_N4","variance_top2000",10.7200018819178,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8485_N3","variance_top2000",14.0027023996583,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8500_N3","variance_top2000",14.128029170879,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8545_N2","variance_top2000",11.1001065084406,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8569_N6","variance_top2000",14.3265176995075,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8573_N2","variance_top2000",10.5422064688863,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8667_N2","variance_top2000",13.9256322167813,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8703_N2","variance_top2000",0.716965846458911,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8708_N2","variance_top2000",12.6509503875103,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8712_N2","variance_top2000",10.8859563740329,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8714_N5","variance_top2000",8.06290510121016,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8726_N2","variance_top2000",14.2789180326121,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8731_N2","variance_top2000",13.8912700870005,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8769_N3","variance_top2000",9.00691311751184,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8823_N4","variance_top2000",14.4454197760362,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8887_N2","variance_top2000",14.0762505019814,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8902_N2","variance_top2000",9.28514115067961,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8924_N5","variance_top2000",11.1274232107664,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8949_N3","variance_top2000",14.2136665725939,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8967_N3","variance_top2000",13.870035370266,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9021_N3","variance_top2000",10.4995897167614,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9044_N2","variance_top2000",13.9568281002413,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9071_N2","variance_top2000",14.1220133551982,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9073_N3","variance_top2000",11.0622986126446,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9090_N3","variance_top2000",13.9735013760492,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9091_N2","variance_top2000",8.32926866774348,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9118_N2","variance_top2000",13.4844985944037,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9124_N2","variance_top2000",11.2015942245851,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9134_N2","variance_top2000",4.43202286365218,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9175_N3","variance_top2000",13.9722962200491,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9198_N5","variance_top2000",13.8227159196505,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9234_N2","variance_top2000",9.17420645495377,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9292_N2","variance_top2000",11.7534571142404,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9303_N3","variance_top2000",11.2588497106632,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9338_N2","variance_top2000",14.1501140387067,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9361_N3","variance_top2000",14.0066606286129,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9400_N1","variance_top2000",13.2487832616637,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9528_N2","variance_top2000",14.0846784972054,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9530_N2","variance_top2000",8.01416668915455,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9631_N3","variance_top2000",13.0297674907447,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9670_N3","variance_top2000",12.8381772730825,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9676_N2","variance_top2000",11.2504645148158,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9705_N2","variance_top2000",14.3417272306693,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9749_N3","variance_top2000",14.226246062974,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL9858_N2","variance_top2000",10.521451041991,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9873_N2","variance_top2000",14.4838331453177,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9912_N2","variance_top2000",7.57348063157422,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL9948_N3","variance_top2000",9.90629609899042,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL9963_N2","variance_top2000",9.79841422670054,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10005_N3","variance_top2000",14.1199244948687,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10056_N2","variance_top2000",14.2757766255485,"ECM-producing fibroblasts","K183156","Keloid"
